country;age;gender;Q1;sad;helpless;anxious;afraid;optimistic;angry;guilty;ashamed;hurt;depressed;despair;grief;powerless;indifferent;Q3;Q6;Doing enough to avoid a climate catastrophe;abandoned;hopeful;protected
Philippines;21;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;not at all;no;very;moderately;very
Philippines;25;woman;moderately;yes;no;yes;no;yes;no;no;no;yes;yes;no;yes;no;yes;yes;a little;no;extremely;a little;a little
Philippines;25;woman;extremely;yes;yes;yes;yes;yes;yes;no;no;yes;yes;no;yes;no;no;yes;moderately;no;extremely;not at all;very
Philippines;24;man;moderately;yes;no;no;yes;no;no;yes;no;no;no;yes;no;no;no;no;a little;no;moderately;moderately;very
Philippines;23;man;moderately;no;yes;no;no;yes;no;no;no;no;no;no;no;yes;yes;yes;moderately;no;moderately;moderately;a little
Finland;23;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;completely reassured;yes;extremely;extremely;extremely
Philippines;22;woman;very;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;no;yes;no;no;moderately;yes;moderately;a little;a little
Philippines;22;man;extremely;yes;no;yes;yes;no;yes;no;yes;yes;yes;yes;no;no;no;yes;moderately;yes;a little;moderately;a little
Finland;20;man;very;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;very;yes;a little;moderately;a little
Finland;23;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;yes;a little;very;a little
Finland;18;woman;extremely;no;yes;yes;no;no;yes;yes;yes;no;no;no;yes;yes;no;yes;moderately;yes;a little;a little;moderately
Finland;20;man;very;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;a little;yes;moderately;a little;moderately
Philippines;25;woman;very;yes;no;yes;yes;prefer not to say;no;yes;yes;yes;no;yes;yes;no;yes;yes;moderately;prefer not to say;moderately;moderately;moderately
Finland;24;woman;very;no;yes;yes;no;no;yes;no;yes;no;no;yes;no;yes;no;yes;a little;no;not at all;a little;a little
Philippines;20;man;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;a little;no;a little;a little;moderately
Philippines;21;man;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;extremely;extremely;a little
Philippines;21;man;extremely;yes;yes;yes;yes;yes;yes;yes;no;yes;no;yes;yes;yes;no;yes;very;yes;moderately;moderately;a little
Philippines;23;man;extremely;yes;yes;yes;yes;no;no;yes;yes;yes;yes;no;no;no;no;yes;very;no;a little;moderately;a little
Philippines;25;woman;a little;yes;yes;yes;no;yes;yes;no;no;yes;yes;no;yes;yes;yes;yes;not at all;yes;a little;moderately;a little
Finland;16;man;moderately;yes;no;yes;yes;prefer not to say;yes;yes;yes;no;no;yes;yes;yes;yes;yes;not at all;prefer not to say;not at all;moderately;not at all
Finland;18;woman;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;not at all;prefer not to say;not at all
Philippines;25;man;very;yes;no;no;yes;yes;yes;yes;yes;yes;no;yes;yes;no;no;yes;moderately;yes;not at all;a little;moderately
Philippines;24;woman;very;yes;yes;yes;yes;yes;no;yes;no;yes;yes;no;no;yes;yes;yes;a little;yes;a little;very;a little
France;16;man;extremely;no;prefer not to say;prefer not to say;prefer not to say;no;yes;prefer not to say;yes;prefer not to say;prefer not to say;no;no;yes;prefer not to say;yes;not at all;yes;a little;not at all;not at all
Finland;20;man;a little;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;moderately;a little;moderately
Finland;24;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
Philippines;25;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;completely reassured;yes;very;moderately;not at all
Philippines;23;man;very;yes;no;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;a little;no;moderately;very;not at all
Finland;24;man;moderately;yes;yes;no;yes;no;yes;yes;no;no;no;yes;no;yes;no;no;moderately;yes;a little;a little;moderately
Philippines;20;woman;a little;yes;yes;no;no;no;no;no;no;yes;yes;no;no;yes;yes;yes;prefer not to say;no;prefer not to say;a little;prefer not to say
Finland;16;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;yes;a little;no;not at all;not at all;very
Philippines;22;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;moderately;very;very
Philippines;24;man;very;yes;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;moderately;yes;a little;very;moderately
Finland;17;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;yes;not at all;a little;a little
Brazil;20;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;yes;moderately;moderately;moderately
Philippines;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;a little;yes;moderately;moderately;moderately
Brazil;18;man;not worried;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;yes;a little;yes;very;extremely;moderately
Philippines;21;man;very;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;not at all;no;extremely;not at all;extremely
Philippines;25;woman;a little;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;a little;no;not at all;very;not at all
Finland;18;man;moderately;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;moderately;moderately;moderately
Finland;21;woman;very;yes;yes;yes;yes;prefer not to say;yes;no;no;no;no;yes;yes;yes;no;no;prefer not to say;yes;a little;a little;moderately
Philippines;22;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;no;yes;no;yes;a little;yes;moderately;a little;very
Philippines;23;woman;extremely;yes;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;a little;no;moderately;extremely;moderately
France;22;man;very;yes;yes;yes;yes;no;yes;yes;no;no;no;no;yes;yes;no;prefer not to say;not at all;no;not at all;not at all;not at all
Philippines;23;woman;very;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;yes;yes;moderately;yes;not at all;not at all;not at all
Finland;23;woman;moderately;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;no;prefer not to say;yes;moderately;moderately;moderately
Finland;23;man;very;yes;no;yes;no;no;yes;yes;no;no;no;yes;no;no;no;yes;very;no;moderately;not at all;not at all
Finland;25;woman;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;not at all;no;not at all;not at all;moderately
Philippines;18;woman;very;yes;yes;yes;yes;no;yes;no;no;yes;yes;yes;yes;no;no;yes;a little;yes;very;a little;a little
Finland;20;man;not worried;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;a little;no;not at all;not at all;moderately
Philippines;21;man;very;yes;yes;yes;yes;no;no;yes;yes;yes;yes;yes;yes;yes;no;no;a little;yes;very;a little;very
Finland;25;man;moderately;no;yes;prefer not to say;yes;no;prefer not to say;no;yes;no;prefer not to say;no;no;prefer not to say;no;prefer not to say;completely reassured;no;moderately;extremely;moderately
Brazil;24;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;moderately;moderately
Philippines;21;man;very;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;very;a little;moderately
United Kingdom;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;very;a little;prefer not to say
Philippines;20;man;extremely;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;very;moderately;very
Philippines;18;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;moderately;no;moderately;very;moderately
Finland;23;woman;moderately;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;yes;not at all;yes;very;a little;prefer not to say
Finland;19;man;moderately;no;no;yes;yes;no;no;yes;yes;no;no;no;yes;yes;no;yes;a little;no;a little;a little;moderately
Finland;20;woman;extremely;yes;yes;yes;yes;no;yes;no;no;no;no;no;yes;yes;no;no;moderately;no;not at all;moderately;a little
Finland;23;woman;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;a little;not at all
Finland;19;woman;extremely;no;no;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;moderately;no;not at all;moderately;moderately
Philippines;25;woman;a little;no;no;yes;yes;yes;no;no;yes;yes;no;yes;yes;no;yes;yes;very;yes;moderately;moderately;very
Brazil;16;man;extremely;yes;yes;no;yes;yes;no;yes;yes;no;no;yes;yes;no;no;yes;moderately;yes;a little;very;a little
Philippines;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;no;yes;no;yes;moderately;prefer not to say;moderately;a little;a little
Brazil;17;woman;very;yes;no;no;yes;no;yes;no;yes;no;no;yes;yes;yes;yes;no;a little;yes;moderately;a little;a little
Philippines;20;man;very;yes;yes;yes;no;yes;yes;no;no;no;yes;no;no;yes;no;yes;not at all;no;moderately;not at all;a little
Brazil;24;woman;moderately;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;prefer not to say;yes;moderately;yes;moderately;not at all;moderately
Philippines;22;woman;very;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;not at all;yes;a little;not at all;a little
Finland;18;man;extremely;yes;yes;yes;no;no;yes;no;yes;no;no;yes;yes;yes;no;yes;not at all;yes;not at all;not at all;a little
Brazil;23;woman;extremely;no;no;no;yes;no;no;yes;no;no;no;yes;no;no;no;yes;not at all;yes;extremely;not at all;very
Brazil;22;man;very;yes;no;yes;yes;no;yes;no;no;yes;yes;yes;yes;yes;yes;yes;not at all;yes;a little;a little;a little
Brazil;18;woman;moderately;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;yes;yes;not at all;yes;not at all;a little;not at all
Finland;23;woman;not worried;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Philippines;25;woman;very;yes;yes;no;yes;no;yes;yes;no;yes;no;yes;no;no;no;yes;not at all;no;not at all;very;a little
Brazil;23;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;very
Philippines;22;man;extremely;yes;yes;yes;yes;no;yes;no;yes;no;yes;yes;yes;yes;no;no;not at all;no;moderately;a little;not at all
Finland;25;woman;very;yes;no;yes;yes;yes;yes;no;yes;yes;no;no;yes;no;no;no;moderately;no;not at all;moderately;a little
Finland;19;woman;moderately;yes;yes;no;no;yes;no;no;no;no;no;yes;yes;yes;prefer not to say;no;a little;no;a little;a little;a little
Philippines;25;man;moderately;yes;yes;no;yes;no;yes;no;yes;yes;yes;yes;no;yes;no;yes;moderately;yes;not at all;moderately;not at all
Brazil;22;man;moderately;yes;no;yes;yes;yes;no;no;no;no;no;no;no;yes;yes;no;moderately;yes;not at all;a little;a little
Brazil;17;woman;extremely;no;no;yes;no;yes;yes;no;yes;no;no;no;no;no;yes;no;not at all;yes;moderately;a little;a little
Finland;16;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;yes;yes;no;yes;moderately;prefer not to say;moderately;moderately;very
Brazil;25;man;a little;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;very;no;not at all;very;not at all
Philippines;21;woman;very;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;no;no;no;a little;no;moderately;moderately;moderately
Philippines;21;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;moderately;no;moderately;moderately;a little
Philippines;18;man;extremely;yes;no;yes;no;yes;no;no;yes;no;no;yes;yes;no;no;no;a little;no;extremely;a little;moderately
Finland;23;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;no;a little;a little;very
Philippines;25;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;no;very;moderately;a little
Finland;20;man;very;no;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;very;moderately;very
Finland;18;woman;moderately;yes;yes;yes;yes;no;yes;no;yes;no;no;no;yes;no;no;no;not at all;yes;moderately;moderately;moderately
Finland;19;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;not at all;prefer not to say;not at all
Finland;19;man;extremely;yes;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;yes;a little;no;extremely;moderately;moderately
Brazil;24;man;moderately;yes;no;yes;no;yes;yes;no;no;no;no;no;yes;no;yes;yes;moderately;yes;moderately;moderately;a little
Philippines;22;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;no;a little;yes;moderately;a little;very
Brazil;21;man;very;prefer not to say;prefer not to say;prefer not to say;yes;no;prefer not to say;no;no;prefer not to say;prefer not to say;yes;no;prefer not to say;prefer not to say;no;not at all;yes;moderately;not at all;very
Australia;16;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;yes;moderately;moderately;moderately
Finland;23;man;very;yes;no;yes;no;no;yes;no;no;yes;no;yes;yes;yes;no;no;not at all;yes;not at all;a little;not at all
United Kingdom;16;man;a little;yes;prefer not to say;yes;yes;prefer not to say;yes;yes;yes;yes;no;prefer not to say;yes;yes;prefer not to say;yes;not at all;yes;a little;moderately;moderately
Brazil;23;woman;very;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;yes;no;no;not at all;yes;extremely;not at all;moderately
Philippines;21;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;no;no;no;yes;no;yes;very;no;not at all;very;a little
Philippines;20;man;very;yes;no;yes;yes;no;yes;yes;yes;yes;yes;no;no;no;no;yes;moderately;no;moderately;moderately;moderately
Philippines;24;man;very;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;no;not at all;no;very;a little;a little
Philippines;23;woman;a little;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;a little;no;a little;a little;very
Philippines;23;man;very;no;no;yes;yes;no;yes;no;yes;yes;no;no;no;no;no;no;very;no;not at all;extremely;not at all
Brazil;22;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;prefer not to say;not at all;no;not at all;a little;not at all
Brazil;23;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;no;not at all;yes;very;not at all;extremely
Philippines;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;moderately;yes;moderately;very;very
United Kingdom;25;woman;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;yes;not at all;not at all;not at all
Philippines;24;woman;very;yes;no;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;a little;no;not at all;very;not at all
United Kingdom;19;woman;not worried;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;not at all;yes;moderately;prefer not to say;moderately
Finland;24;woman;a little;yes;yes;no;yes;yes;no;yes;yes;no;no;yes;yes;yes;no;no;a little;yes;not at all;moderately;a little
Brazil;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;yes;no;yes;not at all;yes;very;not at all;extremely
Finland;24;man;moderately;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;no;moderately;no;moderately;a little;a little
Philippines;17;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;moderately;prefer not to say;not at all;very;moderately
Philippines;21;man;not worried;yes;no;no;yes;no;no;yes;no;no;no;yes;no;no;no;yes;not at all;no;not at all;not at all;not at all
Finland;25;woman;very;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;yes;no;no;a little;no;a little;a little;a little
Philippines;25;woman;very;yes;no;yes;yes;no;yes;yes;yes;yes;no;no;yes;no;no;no;moderately;no;a little;moderately;a little
Brazil;25;man;very;no;no;no;yes;yes;yes;no;yes;no;no;no;no;yes;yes;no;not at all;no;not at all;extremely;a little
Brazil;18;man;very;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;no;yes;no;yes;not at all;yes;moderately;a little;a little
Finland;24;woman;very;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;a little;yes;moderately;a little;a little
Finland;25;woman;moderately;no;yes;yes;yes;no;no;yes;no;no;no;yes;yes;no;no;no;a little;no;not at all;a little;not at all
Finland;22;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;a little;yes;not at all;a little;moderately
Finland;20;man;very;yes;yes;yes;no;yes;yes;no;no;yes;no;no;no;no;yes;yes;not at all;no;extremely;extremely;extremely
Portugal;20;man;extremely;yes;no;yes;yes;no;yes;yes;yes;no;yes;no;no;yes;no;no;moderately;no;moderately;moderately;a little
Philippines;20;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;very;not at all;extremely
Brazil;21;man;extremely;yes;yes;yes;yes;no;no;yes;yes;no;yes;yes;no;yes;yes;yes;very;yes;very;moderately;moderately
Philippines;24;man;very;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;moderately;moderately;moderately
Finland;19;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;not at all;moderately;not at all
Brazil;25;woman;not worried;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;completely reassured;no;not at all;very;not at all
Philippines;25;woman;extremely;yes;yes;no;yes;yes;no;yes;no;yes;no;no;no;no;yes;yes;not at all;no;extremely;moderately;not at all
Philippines;23;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;completely reassured;yes;a little;moderately;moderately
Brazil;25;woman;prefer not to say;prefer not to say;prefer not to say;no;prefer not to say;no;prefer not to say;no;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;no;completely reassured;prefer not to say;extremely;not at all;very
Philippines;23;man;moderately;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;yes;yes;yes;yes;a little;yes;very;a little;very
Finland;18;man;moderately;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;a little;no;not at all;moderately;a little
Philippines;23;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;yes;no;no;not at all;yes;a little;moderately;moderately
United Kingdom;22;woman;very;yes;yes;yes;yes;no;no;yes;no;yes;no;yes;yes;no;yes;no;not at all;yes;moderately;a little;a little
Finland;22;man;very;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;yes;no;no;no;moderately;yes;a little;very;a little
Finland;18;man;not worried;no;no;yes;yes;prefer not to say;no;no;no;prefer not to say;no;no;yes;yes;prefer not to say;no;very;no;not at all;very;extremely
Philippines;25;man;moderately;yes;yes;yes;yes;no;no;yes;yes;yes;no;yes;yes;no;yes;yes;moderately;no;a little;very;a little
Philippines;21;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;not at all;not at all;extremely
Philippines;17;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;moderately;no;not at all;moderately;not at all
Finland;18;man;not worried;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;a little;no;prefer not to say;not at all;very
Finland;24;woman;very;yes;yes;yes;yes;no;yes;no;no;yes;no;yes;yes;yes;no;no;moderately;yes;a little;moderately;a little
Philippines;23;man;very;yes;no;yes;yes;no;yes;yes;yes;yes;no;yes;yes;no;yes;yes;moderately;no;moderately;very;a little
Finland;18;woman;very;yes;no;yes;no;yes;yes;yes;yes;yes;no;yes;yes;no;no;yes;not at all;yes;moderately;not at all;very
Philippines;22;woman;moderately;yes;prefer not to say;yes;yes;no;no;yes;no;yes;no;yes;prefer not to say;no;yes;yes;moderately;yes;moderately;moderately;moderately
Philippines;19;man;moderately;yes;yes;no;yes;yes;yes;no;yes;yes;no;no;yes;yes;yes;no;moderately;no;a little;moderately;a little
Finland;22;man;moderately;yes;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;moderately;yes;very;moderately;very
Finland;25;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;no;moderately;no;a little;moderately;a little
